date,quarter,ticker,company_name,close,ma_25,ma_50,rsi,high_52w,low_52w,per,pbr,q_score,q1,q3,v_score,v1,v2,v3,t_score,qvt_score,timing_label,signal_text,roe,roa,equity_ratio,operating_margin,de_ratio,interest_coverage,ev_ebitda,industry,sector
2024-03-07,2024-Q1,5572.T,Ridge-i Inc.,3180.0,2364.0,1992.0,67.0,4620.0,1345.0,92.4,4.08,10.0,20.0,0.0,20.0,0.0,25.0,50.0,32.4,20.8,押し目シグナルなし〜様子見,高値圏（要注意！）,-,-,-,17.1,-,-,19.95,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5574.T,"ABEJA, Inc.",5200.0,4768.0,3930.0,54.1,10300.0,2512.0,120.3,10.96,35.0,70.0,0.0,15.5,0.0,10.0,50.0,58.7,36.4,そこそこ押し目,押し目シグナルなし,12.53,7.36,-,18.28,-,-,42.11,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5575.T,Globee Inc.,1273.0,1329.0,1313.0,59.0,4495.0,1096.0,24.1,6.18,62.5,95.0,30.0,50.7,18.2,100.0,50.0,77.5,63.6,そこそこ押し目,押し目シグナルなし,29.67,12.25,-,19.8,0.08,-,3.66,Software - Application,Technology
2024-03-07,2024-Q1,5578.T,"AR advanced technology, Inc.",935.0,848.0,794.0,55.1,1640.0,593.0,21.3,4.2,53.5,85.0,22.0,46.2,18.2,85.0,50.0,58.8,52.8,そこそこ押し目,押し目シグナルなし,28.11,9.93,-,6.7,0.72,-,5.85,Information Technology Services,Technology
2024-03-07,2024-Q1,5580.T,"Prodelight Co.,Ltd.",1158.0,1168.0,1205.0,55.5,3285.0,1080.0,16.6,2.03,20.0,10.0,30.0,48.0,45.5,50.0,50.0,75.3,47.8,そこそこ押し目,押し目シグナルなし,-,-,-,4.55,0.35,-,-,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5582.T,GRID Inc.,4195.0,3928.0,3627.0,58.0,6400.0,2051.0,49.5,4.83,40.0,80.0,0.0,32.0,0.0,65.0,50.0,50.5,40.8,そこそこ押し目,押し目シグナルなし,11.43,9.32,-,22.86,-,-,11.57,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5586.T,Laboro.AI Inc.,2500.0,989.0,869.0,92.8,2500.0,659.0,276.5,15.08,10.0,20.0,0.0,15.5,0.0,10.0,50.0,0.0,8.5,高値圏（要注意）,高値圏（要注意！）,-,-,-,18.09,-,-,47.03,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5587.T,Inbound Platform Corp.,1647.0,1683.0,1629.0,49.2,2980.0,1302.0,28.8,3.78,52.5,75.0,30.0,50.7,18.2,100.0,50.0,62.3,55.2,そこそこ押し目,押し目シグナルなし,15.38,7.94,-,11.52,0.16,-,3.2,Specialty Business Services,Industrials
2024-03-07,2024-Q1,5588.T,"Fast Accounting Co.,Ltd.",1618.0,1224.0,999.0,70.3,1855.0,593.0,41.2,10.57,32.5,65.0,0.0,26.0,0.0,45.0,50.0,20.3,26.3,高値圏（要注意）,高値圏（要注意！）,13.01,6.84,-,7.77,-,-,15.62,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5590.T,"NETSTARS Co.,Ltd.",975.0,942.0,815.0,59.6,1345.0,606.0,33.6,2.15,20.0,40.0,0.0,35.7,18.2,50.0,50.0,49.3,35.0,押し目シグナルなし〜様子見,押し目シグナルなし,6.58,0.49,-,7.89,-,-,-43.21,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5591.T,AVILEN Inc.,3610.0,2504.0,2492.0,77.9,4240.0,1842.0,126.0,30.37,57.5,85.0,30.0,20.0,0.0,25.0,50.0,18.8,32.1,高値圏（要注意）,高値圏（要注意！）,27.23,13.1,-,6.25,0.46,-,17.1,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5592.T,"Kusurinomadoguchi, Inc.",1335.0,1492.0,1556.0,46.6,2066.0,1312.0,4.9,1.51,65.0,100.0,30.0,70.7,72.7,85.0,50.0,80.9,72.2,バーゲン（強い押し目）,そこそこ押し目,29.61,8.94,-,24.27,0.19,-,6.85,Health Information Services,Healthcare
2024-03-07,2024-Q1,5597.T,BLUE INNOVATION CO LTD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-151.73,-24.96,-,-43.06,4.68,-,-13.68,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5599.T,S&J CORPORATION,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.87,12.4,-,24.83,-,-,9.49,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5616.T,AME KAZE TAIYO INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.16,-0.49,-,20.0,0.72,-,-841.21,Internet Retail,Consumer Cyclical
2024-03-07,2024-Q1,5618.T,NYLE INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-29.43,-2.19,-,3.22,4.44,-,-39.45,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,5619.T,MRSO INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.16,-0.97,-,5.12,-,-,-46.92,Health Information Services,Healthcare
2024-03-07,2024-Q1,5621.T,HUMAN TECHNOLOGIES INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.37,11.76,-,18.09,-,-,9.18,Software - Infrastructure,Technology
2024-03-07,2024-Q1,5704.T,JMC Corporation,827.0,1032.0,1110.0,25.2,1536.0,609.0,-3.6,2.79,25.0,20.0,30.0,42.1,9.1,85.0,50.0,75.5,47.5,そこそこ押し目,押し目シグナルなし,-55.54,1.72,-,11.46,0.45,-,5.18,Specialty Business Services,Industrials
2024-03-07,2024-Q1,5834.T,"SBI Leasing Services Co., Ltd.",2750.0,2995.0,2707.0,35.4,3280.0,1853.0,7.6,0.8,42.5,80.0,5.0,77.0,100.0,65.0,50.0,83.6,67.7,バーゲン（強い押し目）,軽い押し目,25.3,5.88,-,11.52,2.56,-,9.55,Rental & Leasing Services,Industrials
2024-03-07,2024-Q1,5842.T,Integral Corporation,3320.0,3296.0,2981.0,45.6,3821.0,1591.0,19.3,1.81,52.5,75.0,30.0,56.5,54.5,65.0,50.0,46.6,51.9,押し目シグナルなし〜様子見,押し目シグナルなし,10.12,7.12,-,74.17,0.06,-,10.17,Asset Management,Financial Services
2024-03-07,2024-Q1,5858.T,"STG Co., Ltd.",1589.0,1589.0,1589.0,0.0,1589.0,1577.0,11.1,1.11,30.0,50.0,10.0,75.6,83.6,85.0,50.0,80.0,61.9,そこそこ押し目,バーゲン（強い押し目）,10.42,2.53,-,6.41,1.82,-,7.99,Metal Fabrication,Industrials
2024-03-07,2024-Q1,5867.T,ES NETWORKS CO LTD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.26,7.45,-,9.17,0.22,-,8.58,Consulting Services,Industrials
2024-03-07,2024-Q1,5870.T,NALNET COMMUNICATIONS INC.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024-03-07,2024-Q1,5884.T,"KURADASHI.Co.,Ltd.",301.0,319.0,316.0,44.0,879.0,290.0,76.4,2.39,16.0,10.0,22.0,19.6,9.1,10.0,50.0,92.8,42.8,バーゲン（強い押し目）,そこそこ押し目,-,-,-,3.78,1.0,-,35.86,Food Distribution,Consumer Defensive
2024-03-07,2024-Q1,5888.T,DAIWA CYCLE CO LTD,2196.0,2150.0,2054.0,65.8,2404.0,1473.0,6.5,0.96,35.0,70.0,0.0,83.4,90.9,100.0,50.0,34.5,51.0,押し目シグナルなし〜様子見,押し目シグナルなし,16.01,9.74,-,2.3,-,-,4.85,Recreational Vehicles,Consumer Cyclical
2024-03-07,2024-Q1,5892.T,YUTORI  INC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.8,1.78,-,-,Apparel Manufacturing,Consumer Cyclical
2024-03-07,2024-Q1,6030.T,"Adventure, Inc.",3655.0,4203.0,4733.0,46.3,10723.0,3392.0,-12.6,2.86,18.5,15.0,22.0,42.1,9.1,85.0,50.0,70.8,43.8,そこそこ押し目,押し目シグナルなし,-20.6,1.15,-,6.16,0.81,-,7.61,Travel Services,Consumer Cyclical
2024-03-07,2024-Q1,6031.T,Zeta Inc.,369.0,384.0,379.0,40.7,425.0,189.0,41.3,8.19,55.0,100.0,10.0,32.0,0.0,65.0,50.0,50.1,45.7,そこそこ押し目,押し目シグナルなし,26.34,8.62,-,39.31,1.9,-,11.96,Software - Infrastructure,Technology
2024-03-07,2024-Q1,6033.T,"Extreme Co.,Ltd.",1266.0,1224.0,1202.0,80.0,1381.0,1126.0,6.5,1.04,57.5,85.0,30.0,83.4,90.9,100.0,50.0,20.0,53.6,高値圏（要注意）,高値圏（要注意！）,17.18,10.71,-,13.37,0.1,-,2.34,Electronic Gaming & Multimedia,Communication Services
2024-03-07,2024-Q1,6034.T,MRT Inc.,850.0,911.0,923.0,46.7,1364.0,815.0,85.8,1.01,7.5,15.0,30.0,54.4,36.4,85.0,50.0,69.4,43.8,そこそこ押し目,押し目シグナルなし,1.08,0.91,-,-3.34,0.12,-,6.92,Medical Care Facilities,Healthcare
2024-03-07,2024-Q1,6038.T,"IID, Inc.",713.0,699.0,692.0,76.2,859.0,664.0,7.8,0.72,37.5,45.0,30.0,87.5,100.0,100.0,50.0,34.3,53.1,押し目シグナルなし〜様子見,高値圏（要注意！）,9.91,3.41,-,8.94,0.09,-,3.51,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,6039.T,"Japan Animal Referral Medical Center Co., Ltd.",354.0,350.0,345.0,56.8,371.0,332.0,6.6,0.97,53.5,85.0,22.0,72.9,90.9,65.0,50.0,43.3,56.6,押し目シグナルなし〜様子見,押し目シグナルなし,17.95,7.67,-,23.1,0.71,-,10.2,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,6040.T,"Nippon Ski Resort Development Co.,Ltd.",338.0,310.0,306.0,87.6,417.0,284.0,11.6,1.8,60.0,90.0,30.0,67.5,65.5,85.0,50.0,26.2,51.2,高値圏（要注意）,高値圏（要注意！）,17.76,9.38,-,32.86,0.48,-,7.13,Resorts & Casinos,Consumer Cyclical
2024-03-07,2024-Q1,6045.T,"Rentracks CO.,LTD.",414.0,409.0,402.0,68.4,772.0,363.0,4.9,0.84,51.0,80.0,22.0,72.9,90.9,65.0,50.0,53.9,59.3,そこそこ押し目,押し目シグナルなし,17.29,7.52,-,18.38,0.62,-,9.9,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,6046.T,Linkbal Inc.,169.0,169.0,173.0,66.7,297.0,160.0,-16.0,3.86,20.0,10.0,30.0,27.5,0.0,50.0,50.0,67.4,38.3,そこそこ押し目,押し目シグナルなし,-17.68,-2.61,-,4.26,0.13,-,-73.9,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,6049.T,ItoKuro Inc.,322.0,309.0,313.0,76.4,404.0,260.0,38.7,0.82,65.0,100.0,30.0,48.0,45.5,50.0,50.0,32.0,48.3,押し目シグナルなし〜様子見,高値圏（要注意！）,84.43,29.58,-,33.37,0.01,-,-,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,6069.T,"Trenders, Inc.",1080.0,987.0,965.0,76.0,1460.0,877.0,23.0,1.93,35.0,55.0,15.0,42.4,36.4,45.0,50.0,35.5,37.6,押し目シグナルなし〜様子見,高値圏（要注意！）,7.45,4.96,-,14.13,1.44,-,12.08,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,6081.T,"Allied Architects, Inc.",289.0,289.0,367.0,62.8,841.0,260.0,-5.6,2.57,0.0,0.0,30.0,31.6,9.1,50.0,50.0,60.3,30.6,そこそこ押し目,押し目シグナルなし,-32.42,-3.15,-,-2.58,0.23,-,-58.7,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,6085.T,Architects Studio Japan Inc.,162.0,166.0,180.0,57.7,312.0,129.0,-6.5,-371.56,0.0,0.0,0.0,27.5,0.0,50.0,50.0,58.2,28.6,そこそこ押し目,押し目シグナルなし,-2215.79,-32.35,-,-139.72,16.07,-,-65.79,Engineering & Construction,Industrials
2024-03-07,2024-Q1,6086.T,"Shin Maint Holdings Co.,Ltd.",684.0,703.0,697.0,41.9,840.0,541.0,10.8,2.76,60.0,90.0,30.0,63.4,56.4,85.0,50.0,70.8,64.7,そこそこ押し目,押し目シグナルなし,31.03,11.56,-,7.46,0.06,-,7.95,Specialty Business Services,Industrials
2024-03-07,2024-Q1,6094.T,"FreakOut Holdings, inc.",724.0,736.0,768.0,57.4,1715.0,683.0,45.8,1.06,25.0,35.0,15.0,42.4,36.4,45.0,50.0,79.0,48.8,そこそこ押し目,押し目シグナルなし,5.41,0.85,-,4.08,1.27,-,15.66,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,6166.T,"Nakamura Choukou Co., Ltd.",346.0,366.0,382.0,41.0,690.0,342.0,21.0,3.8,25.0,45.0,5.0,23.7,18.2,10.0,50.0,84.9,44.5,バーゲン（強い押し目）,そこそこ押し目,17.68,-0.47,-,0.13,2.74,-,47.1,Specialty Industrial Machinery,Industrials
2024-03-07,2024-Q1,6173.T,Aqualine Ltd.,513.0,532.0,541.0,56.8,1583.0,428.0,-3.0,-11.74,0.0,0.0,0.0,27.5,0.0,50.0,50.0,83.0,36.8,バーゲン（強い押し目）,そこそこ押し目,-,-31.93,-,-22.22,-,-,-3.08,Specialty Business Services,Industrials
2024-03-07,2024-Q1,6177.T,AppBank Inc.,138.0,121.0,109.0,59.2,267.0,89.0,-9.1,3.55,0.0,0.0,30.0,27.5,0.0,50.0,50.0,58.4,28.6,そこそこ押し目,押し目シグナルなし,-,-,-,-12.26,0.09,-,-12.73,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,6180.T,GMO Media Inc.,2859.0,3056.0,2974.0,28.2,3366.0,1558.0,8.1,1.64,55.0,80.0,30.0,72.0,65.5,100.0,50.0,84.3,70.4,バーゲン（強い押し目）,バーゲン（強い押し目）,21.67,9.26,-,5.82,0.01,-,4.49,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,6181.T,Tameny Inc.,105.0,110.0,110.0,45.8,171.0,92.0,-3.2,18.38,2.5,5.0,0.0,20.0,0.0,25.0,50.0,85.9,36.1,バーゲン（強い押し目）,そこそこ押し目,-122.48,-1.82,-,2.78,27.07,-,18.81,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,6182.T,MetaReal Corporation,1603.0,1471.0,1322.0,51.7,2279.0,1084.0,572.5,8.94,21.0,20.0,22.0,15.5,0.0,10.0,50.0,56.6,31.0,そこそこ押し目,押し目シグナルなし,-1.08,-0.75,-,12.1,0.96,-,26.45,Information Technology Services,Technology
2024-03-07,2024-Q1,6190.T,"PhoenixBio Co., Ltd.",479.0,490.0,485.0,62.7,658.0,442.0,-6.2,1.29,30.0,30.0,30.0,40.2,18.2,65.0,50.0,65.5,45.2,そこそこ押し目,押し目シグナルなし,-12.87,2.1,-,13.96,0.22,-,11.16,Biotechnology,Healthcare
2024-03-07,2024-Q1,6193.T,"Virtualex Holdings, Inc.",945.0,986.0,1000.0,66.2,1781.0,821.0,12.6,1.42,42.5,55.0,30.0,62.5,54.5,85.0,50.0,55.1,53.4,そこそこ押し目,押し目シグナルなし,10.87,5.03,-,4.34,0.5,-,5.58,Information Technology Services,Technology
2024-03-07,2024-Q1,6195.T,"Hope, Inc.",233.0,247.0,251.0,46.8,380.0,228.0,10.6,3.4,48.5,75.0,22.0,59.3,47.3,85.0,50.0,80.6,62.8,バーゲン（強い押し目）,そこそこ押し目,19.69,8.64,-,6.78,0.66,-,7.89,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,6198.T,"CAREER CO., LTD.",360.0,372.0,381.0,36.2,418.0,290.0,-20.4,1.62,0.0,0.0,30.0,35.7,18.2,50.0,50.0,56.5,30.7,そこそこ押し目,押し目シグナルなし,-5.79,-1.0,-,-1.02,0.48,-,-31.04,Staffing & Employment Services,Industrials
2024-03-07,2024-Q1,6224.T,"JRC Co.,Ltd.",842.0,772.0,740.0,71.2,985.0,559.0,9.6,2.04,56.0,90.0,22.0,57.4,56.4,65.0,50.0,25.8,46.4,高値圏（要注意）,高値圏（要注意！）,25.91,7.81,-,12.03,0.84,-,8.82,Specialty Industrial Machinery,Industrials
2024-03-07,2024-Q1,6232.T,ACSL Ltd.,712.0,762.0,818.0,48.2,1718.0,585.0,-6.5,7.32,0.0,0.0,10.0,27.5,0.0,50.0,50.0,66.6,31.4,そこそこ押し目,押し目シグナルなし,-139.99,-22.49,-,-36.26,1.63,-,-16.18,Computer Hardware,Technology
2024-03-07,2024-Q1,6255.T,NPC Incorporated,661.0,647.0,666.0,56.7,849.0,452.0,10.8,1.38,5.0,40.0,0.0,72.0,65.5,100.0,50.0,54.9,44.0,そこそこ押し目,押し目シグナルなし,9.34,6.65,-,-24.11,-,-,4.87,Specialty Industrial Machinery,Industrials
2024-03-07,2024-Q1,6521.T,OXIDE Corporation,2780.0,2823.0,2915.0,47.4,4510.0,2227.0,-11.3,6.04,0.0,5.0,10.0,15.5,0.0,10.0,50.0,76.9,30.8,そこそこ押し目,押し目シグナルなし,-1.14,0.8,-,-3.1,1.83,-,43.39,Electronic Components,Technology
2024-03-07,2024-Q1,6522.T,Asterisk Inc.,656.0,655.0,652.0,57.8,1355.0,595.0,-26.8,3.02,0.0,0.0,30.0,27.5,0.0,50.0,50.0,67.1,31.5,そこそこ押し目,押し目シグナルなし,-8.25,-2.77,-,-9.77,0.42,-,-170.19,Communication Equipment,Technology
2024-03-07,2024-Q1,6537.T,"Washhouse Co.,Ltd.",389.0,318.0,327.0,70.4,678.0,245.0,-240.1,1.54,21.0,20.0,22.0,34.2,18.2,45.0,50.0,24.4,26.5,高値圏（要注意）,高値圏（要注意！）,0.6,0.29,-,1.49,0.56,-,13.51,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,6545.T,internet infinity Inc.,477.0,418.0,395.0,70.0,580.0,333.0,10.5,1.47,46.0,70.0,22.0,55.5,65.5,45.0,50.0,29.6,43.7,高値圏（要注意）,高値圏（要注意！）,19.43,3.53,-,12.16,0.81,-,12.93,Health Information Services,Healthcare
2024-03-07,2024-Q1,6548.T,Tabikobo Co. Ltd.,227.0,230.0,252.0,65.1,545.0,188.0,-11.6,4.79,0.0,0.0,22.0,27.5,0.0,50.0,50.0,56.6,28.0,そこそこ押し目,押し目シグナルなし,-,-,-,-4.43,0.51,-,-,Travel Services,Consumer Cyclical
2024-03-07,2024-Q1,6554.T,"SUS Co.,Ltd.",790.0,733.0,709.0,77.8,1002.0,547.0,7.8,1.72,42.5,85.0,0.0,75.2,72.7,100.0,50.0,12.0,43.2,高値圏（要注意）,高値圏（要注意！）,23.68,12.61,-,8.74,-,-,4.99,Conglomerates,Industrials
2024-03-07,2024-Q1,6557.T,AIAI Group Corporation,632.0,652.0,589.0,33.8,798.0,331.0,8.7,1.36,40.0,70.0,10.0,67.5,65.5,85.0,50.0,58.9,55.5,そこそこ押し目,押し目シグナルなし,19.9,5.57,-,8.11,1.92,-,7.01,Medical Care Facilities,Healthcare
2024-03-07,2024-Q1,6558.T,"Cookbiz Co.,Ltd.",1536.0,1525.0,1380.0,57.6,1843.0,868.0,-10.6,3.9,0.0,0.0,10.0,27.5,0.0,50.0,50.0,38.1,21.9,押し目シグナルなし〜様子見,押し目シグナルなし,-31.2,-6.34,-,-11.84,1.86,-,-10.29,Staffing & Employment Services,Industrials
2024-03-07,2024-Q1,6561.T,"Hanatour Japan Co., Ltd.",1492.0,1601.0,1618.0,29.6,2556.0,1415.0,11.1,4.18,61.0,100.0,22.0,63.8,47.3,100.0,50.0,89.6,71.5,バーゲン（強い押し目）,バーゲン（強い押し目）,34.79,11.38,-,36.69,0.95,-,5.0,Travel Services,Consumer Cyclical
2024-03-07,2024-Q1,6562.T,"Geniee, Inc.",1000.0,948.0,947.0,68.7,2320.0,833.0,11.4,1.29,37.5,60.0,15.0,67.5,65.5,85.0,50.0,44.3,49.8,押し目シグナルなし〜様子見,押し目シグナルなし,12.1,3.44,-,15.0,1.03,-,7.51,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,6563.T,Mirai Works Inc.,803.0,808.0,811.0,51.4,1165.0,655.0,47.0,3.0,5.0,10.0,0.0,46.6,9.1,100.0,50.0,67.6,39.7,そこそこ押し目,押し目シグナルなし,-,-,-,4.09,-,-,4.69,Staffing & Employment Services,Industrials
2024-03-07,2024-Q1,6568.T,"KNC Laboratories Co., Ltd.",1321.0,1344.0,1363.0,67.8,2034.0,1236.0,14.9,2.11,5.0,10.0,0.0,48.0,45.5,50.0,50.0,55.1,36.0,そこそこ押し目,押し目シグナルなし,-,-,-,6.46,-,-,-,Chemicals,Basic Materials
2024-03-07,2024-Q1,6573.T,CRAVIA Inc.,147.0,249.0,333.0,15.4,961.0,61.0,-16.4,11.68,0.0,0.0,30.0,27.5,0.0,50.0,50.0,97.0,41.5,バーゲン（強い押し目）,バーゲン（強い押し目）,-68.67,-26.58,-,-31.39,0.3,-,-8.64,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,6574.T,Convano Inc.,8.0,9.0,8.0,39.8,9.0,5.0,2.6,0.28,65.0,100.0,30.0,77.0,100.0,65.0,50.0,53.6,65.2,そこそこ押し目,押し目シグナルなし,37.81,22.47,-,48.15,0.24,-,11.91,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,6577.T,"Bestone.Com Co.,Ltd",3112.0,3251.0,3376.0,45.0,4899.0,2480.0,-76.8,4.34,0.0,0.0,10.0,27.5,0.0,50.0,50.0,72.6,33.4,そこそこ押し目,そこそこ押し目,-5.33,-0.71,-,-2.75,1.83,-,-139.91,Travel Services,Consumer Cyclical
2024-03-07,2024-Q1,6579.T,"logly,Inc.",572.0,586.0,589.0,54.3,1231.0,546.0,-12.9,5.34,0.0,0.0,30.0,27.5,0.0,50.0,50.0,85.9,37.8,バーゲン（強い押し目）,そこそこ押し目,-27.21,-5.54,-,-8.1,0.38,-,-9.72,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,6580.T,"Writeup Co.,Ltd.",821.0,706.0,679.0,73.8,1418.0,539.0,6.9,1.21,65.0,100.0,30.0,75.2,72.7,100.0,50.0,37.9,59.4,押し目シグナルなし〜様子見,高値圏（要注意！）,25.74,17.8,-,34.5,0.0,-,1.68,Specialty Business Services,Industrials
2024-03-07,2024-Q1,6597.T,HPC SYSTEMS Inc.,2472.0,2107.0,2050.0,68.9,2745.0,1486.0,19.6,4.35,57.5,85.0,30.0,54.4,36.4,85.0,50.0,22.3,44.7,高値圏（要注意）,高値圏（要注意！）,23.06,11.21,-,10.39,0.35,-,7.08,Computer Hardware,Technology
2024-03-07,2024-Q1,6612.T,BALMUDA Inc.,1341.0,1366.0,1358.0,58.5,2430.0,1252.0,-7.1,4.07,0.0,0.0,30.0,27.5,0.0,50.0,50.0,76.9,34.8,そこそこ押し目,押し目シグナルなし,-44.59,-9.98,-,-0.72,0.27,-,-10.3,"Furnishings, Fixtures & Appliances",Consumer Cyclical
2024-03-07,2024-Q1,6613.T,"QD Laser, Inc.",554.0,552.0,549.0,65.0,984.0,508.0,-75.1,4.63,0.0,0.0,0.0,27.5,0.0,50.0,50.0,57.2,28.2,そこそこ押し目,押し目シグナルなし,-6.58,-3.89,-,-15.51,-,-,-193.5,Semiconductors,Technology
2024-03-07,2024-Q1,6696.T,TRaaS On Product Inc.,270.0,271.0,265.0,53.4,842.0,220.0,68.9,3.72,0.0,0.0,30.0,15.5,0.0,10.0,50.0,64.7,26.7,そこそこ押し目,押し目シグナルなし,-,-,-,-1.93,0.43,-,1608.3,Communication Equipment,Technology
2024-03-07,2024-Q1,7031.T,Inbound Tech Inc.,1169.0,1169.0,1110.0,56.2,1770.0,940.0,-5.8,1.78,17.5,5.0,30.0,35.7,18.2,50.0,50.0,55.3,36.2,そこそこ押し目,押し目シグナルなし,-,-,-,1.88,0.29,-,-,Specialty Business Services,Industrials
2024-03-07,2024-Q1,7036.T,eMnet Japan.co.ltd.,718.0,750.0,752.0,20.0,1458.0,706.0,21.7,1.96,25.0,50.0,0.0,48.4,36.4,65.0,50.0,87.3,53.6,バーゲン（強い押し目）,押し目シグナルなし,8.91,4.22,-,10.44,-,-,11.1,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,7039.T,BRIDGE International Group Corp.,1445.0,1494.0,1502.0,52.7,2532.0,1284.0,7.4,1.11,50.0,70.0,30.0,83.4,90.9,100.0,50.0,63.3,65.6,そこそこ押し目,押し目シグナルなし,11.75,9.38,-,7.31,0.01,-,3.86,Consulting Services,Industrials
2024-03-07,2024-Q1,7041.T,"CRG Holdings Co.,Ltd.",528.0,510.0,499.0,69.5,635.0,436.0,19.1,1.01,17.5,20.0,15.0,75.2,72.7,100.0,50.0,29.9,40.9,高値圏（要注意）,押し目シグナルなし,3.65,1.62,-,2.87,1.44,-,4.44,Staffing & Employment Services,Industrials
2024-03-07,2024-Q1,7043.T,"Alue Co.,Ltd.",786.0,871.0,791.0,36.0,1532.0,606.0,8.4,1.42,57.5,85.0,30.0,72.0,65.5,100.0,50.0,75.6,68.4,そこそこ押し目,軽い押し目,18.63,10.28,-,12.99,0.33,-,2.92,Staffing & Employment Services,Industrials
2024-03-07,2024-Q1,7046.T,TDSE Inc.,2469.0,2077.0,1994.0,75.3,3877.0,1724.0,44.6,2.24,42.5,55.0,30.0,46.6,9.1,100.0,50.0,36.0,41.7,押し目シグナルなし〜様子見,高値圏（要注意！）,6.33,4.78,-,14.02,0.0,-,3.6,Information Technology Services,Technology
2024-03-07,2024-Q1,7047.T,Port Inc.,2136.0,2337.0,2352.0,39.9,2923.0,1399.0,13.1,2.75,55.0,95.0,15.0,52.5,45.5,65.0,50.0,66.7,58.1,そこそこ押し目,バーゲン（強い押し目）,29.64,9.05,-,19.02,1.23,-,8.09,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,7048.T,VELTRA Corporation,462.0,508.0,536.0,44.4,780.0,324.0,121.6,6.39,15.0,30.0,0.0,42.5,0.0,100.0,50.0,61.3,39.6,そこそこ押し目,押し目シグナルなし,3.01,0.73,-,7.82,-,-,4.54,Travel Services,Consumer Cyclical
2024-03-07,2024-Q1,7049.T,"SHIKIGAKU. Co., Ltd.",503.0,516.0,511.0,57.0,779.0,453.0,7.5,1.43,22.5,45.0,30.0,70.7,72.7,85.0,50.0,69.7,54.3,そこそこ押し目,押し目シグナルなし,9.46,10.4,-,-3.21,0.04,-,5.85,Specialty Business Services,Industrials
2024-03-07,2024-Q1,7050.T,Frontier International Inc.,1062.0,1017.0,997.0,70.5,1112.0,730.0,8.3,0.99,55.0,80.0,30.0,80.1,83.6,100.0,50.0,27.9,54.3,高値圏（要注意）,高値圏（要注意！）,15.94,10.42,-,9.42,0.03,-,2.15,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,7061.T,Japan Hospice Holdings Inc.,1708.0,2030.0,2134.0,43.7,3702.0,1675.0,52.0,3.91,20.0,40.0,0.0,26.0,0.0,45.0,50.0,73.1,39.7,そこそこ押し目,押し目シグナルなし,7.81,2.85,-,3.89,3.58,-,12.2,Medical Care Facilities,Healthcare
2024-03-07,2024-Q1,7062.T,"Fureasu Co.,Ltd.",976.0,955.0,932.0,83.8,1113.0,793.0,33.1,1.23,35.0,55.0,15.0,50.3,27.3,85.0,50.0,11.8,32.4,高値圏（要注意）,高値圏（要注意！）,18.65,1.44,-,6.88,1.21,-,6.86,Personal Services,Consumer Cyclical
