date,quarter,ticker,company_name,close,ma_25,ma_50,rsi,high_52w,low_52w,per,pbr,q_score,q1,q3,v_score,v1,v2,v3,t_score,qvt_score,timing_label,signal_text,roe,roa,equity_ratio,operating_margin,de_ratio,interest_coverage,ev_ebitda,industry,sector
2024-03-07,2024-Q1,1897.T,"The Kaneshita Construction Co.,Ltd.",2730.0,2752.0,2736.0,55.8,3154.0,2563.0,24.4,0.3,27.5,25.0,30.0,56.1,63.6,50.0,50.0,60.3,48.0,そこそこ押し目,押し目シグナルなし,1.26,0.27,-,3.11,0.0,-,-12.23,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1904.T,"Taisei Oncho Co., Ltd.",5171.0,5075.0,4821.0,55.1,5772.0,1753.0,14.1,1.1,25.0,50.0,0.0,75.2,72.7,100.0,50.0,37.9,46.0,押し目シグナルなし〜様子見,押し目シグナルなし,9.16,4.88,-,7.46,-,-,3.7,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,1905.T,Tenox Corporation,1042.0,1067.0,1066.0,65.0,1182.0,784.0,9.2,0.51,22.5,45.0,0.0,84.2,92.7,100.0,50.0,30.1,45.6,押し目シグナルなし〜様子見,押し目シグナルなし,6.76,3.72,-,10.75,-,-,1.31,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1909.T,"Nippon Dry-Chemical Co., Ltd.",2630.0,2612.0,2664.0,65.3,2998.0,1547.0,15.2,0.59,57.5,85.0,30.0,74.8,81.8,85.0,50.0,31.0,54.4,押し目シグナルなし〜様子見,押し目シグナルなし,17.62,10.06,-,15.71,0.1,-,7.69,Security & Protection Services,Industrials
2024-03-07,2024-Q1,1914.T,"Japan Foundation Engineering Co., Ltd.",471.0,444.0,439.0,75.4,519.0,392.0,7.7,0.36,30.0,30.0,30.0,87.5,100.0,100.0,50.0,19.8,45.8,高値圏（要注意）,高値圏（要注意！）,4.71,2.79,-,6.96,0.29,-,4.96,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1921.T,Tomoe Corporation,635.0,606.0,574.0,65.3,643.0,382.0,9.8,0.31,30.0,30.0,30.0,61.7,92.7,25.0,50.0,17.0,36.2,高値圏（要注意）,高値圏（要注意！）,2.58,1.45,-,7.72,0.21,-,18.57,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1948.T,"The Kodensha Co., Ltd.",1203.0,1141.0,1102.0,88.8,1207.0,749.0,3.6,0.47,47.5,65.0,30.0,65.0,100.0,25.0,50.0,0.0,37.5,高値圏（要注意）,高値圏（要注意！）,13.05,6.24,-,8.03,0.02,-,16.15,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1960.T,Sanyo Engineering & Construction Inc.,725.0,745.0,758.0,63.6,851.0,543.0,4.4,0.35,35.0,40.0,30.0,87.5,100.0,100.0,50.0,38.2,53.6,押し目シグナルなし〜様子見,押し目シグナルなし,6.87,2.46,-,4.26,0.1,-,4.48,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1965.T,Techno Ryowa Ltd.,1717.0,1679.0,1522.0,61.1,1894.0,786.0,3.6,0.6,60.0,90.0,30.0,83.0,100.0,85.0,50.0,34.7,59.2,押し目シグナルなし〜様子見,押し目シグナルなし,20.94,12.03,-,18.77,0.02,-,6.68,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1966.T,Takada Corporation,1729.0,1669.0,1576.0,65.4,1812.0,849.0,8.3,0.63,32.5,35.0,30.0,73.7,92.7,65.0,50.0,29.2,45.1,タイミング悪化（要注意）,押し目シグナルなし,6.4,2.04,-,0.68,0.46,-,8.35,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1967.T,Yamato Corporation,876.0,893.0,878.0,44.3,933.0,734.0,4.5,0.48,45.0,60.0,30.0,83.0,100.0,85.0,50.0,59.9,62.6,そこそこ押し目,押し目シグナルなし,12.06,5.97,-,8.8,0.07,-,7.13,Engineering & Construction,Industrials
2024-03-07,2024-Q1,1972.T,"Sanko Metal Industrial Co., Ltd.",895.0,877.0,851.0,65.1,914.0,619.0,5.8,1.15,42.5,55.0,30.0,78.9,90.9,85.0,50.0,13.6,45.0,高値圏（要注意）,高値圏（要注意！）,12.16,5.49,-,5.96,0.07,-,7.19,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,1981.T,"Kyowanissei Co.,Ltd.",1231.0,1204.0,1198.0,84.5,1439.0,1179.0,9.2,1.17,35.0,40.0,30.0,75.6,83.6,85.0,50.0,21.2,43.9,高値圏（要注意）,高値圏（要注意！）,7.25,3.51,-,3.77,0.05,-,7.93,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,1992.T,"Kanda Tsushinki Co., Ltd.",2356.0,2159.0,2043.0,68.7,2523.0,1305.0,14.3,0.88,10.0,20.0,30.0,70.7,72.7,85.0,50.0,9.3,30.0,高値圏（要注意）,高値圏（要注意！）,4.22,2.39,-,-4.37,0.06,-,7.39,Communication Equipment,Technology
2024-03-07,2024-Q1,1994.T,Takahashi Curtain Wall Corporation,532.0,518.0,493.0,83.3,536.0,411.0,65.3,0.39,27.5,25.0,30.0,58.5,45.5,85.0,50.0,6.2,30.7,高値圏（要注意）,高値圏（要注意！）,1.76,0.53,-,6.86,0.05,-,6.71,Building Products & Equipment,Industrials
2024-03-07,2024-Q1,1997.T,"Akatsuki Eazima Co., Ltd.",1433.0,1430.0,1416.0,65.5,1506.0,1155.0,3.6,1.57,36.0,50.0,22.0,48.2,72.7,10.0,50.0,24.0,36.1,タイミング悪化（要注意）,押し目シグナルなし,13.33,3.5,-,4.81,0.95,-,29.59,Engineering & Construction,Industrials
2024-03-07,2024-Q1,2003.T,"Nitto Fuji Flour Milling Co.,Ltd.",5058.0,4900.0,4723.0,63.8,5113.0,3848.0,53.9,0.94,40.0,50.0,30.0,48.4,36.4,65.0,50.0,13.5,34.0,高値圏（要注意）,高値圏（要注意！）,6.9,4.21,-,7.35,0.01,-,11.23,Farm Products,Consumer Defensive
2024-03-07,2024-Q1,2009.T,"The Torigoe Co., Ltd.",636.0,643.0,621.0,48.2,673.0,521.0,13.1,0.4,27.5,25.0,30.0,68.8,81.8,65.0,50.0,45.7,47.3,押し目シグナルなし〜様子見,押し目シグナルなし,3.12,1.79,-,5.47,0.08,-,8.05,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2055.T,"Nichiwa Sangyo Co., Ltd.",298.0,292.0,280.0,64.6,312.0,225.0,17.2,0.28,30.0,30.0,30.0,79.3,81.8,100.0,50.0,32.4,47.2,押し目シグナルなし〜様子見,押し目シグナルなし,3.46,3.01,-,3.45,0.21,-,0.83,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2112.T,"Ensuiko Sugar Refining Co., Ltd.",282.0,286.0,259.0,47.9,311.0,179.0,3.0,0.4,47.5,65.0,30.0,83.0,100.0,85.0,50.0,39.9,56.8,押し目シグナルなし〜様子見,押し目シグナルなし,14.48,6.03,-,11.21,0.36,-,5.62,Confectioners,Consumer Defensive
2024-03-07,2024-Q1,2114.T,Fuji Nihon Corporation,477.0,488.0,480.0,56.6,601.0,221.0,9.0,0.91,50.0,70.0,30.0,75.6,83.6,85.0,50.0,34.0,53.2,押し目シグナルなし〜様子見,押し目シグナルなし,12.03,6.52,-,15.1,0.16,-,7.66,Confectioners,Consumer Defensive
2024-03-07,2024-Q1,2122.T,"Interspace Co.,Ltd.",865.0,880.0,887.0,50.0,1472.0,815.0,26.4,0.98,15.0,30.0,0.0,67.0,54.5,100.0,50.0,77.0,53.0,そこそこ押し目,押し目シグナルなし,4.71,2.28,-,5.95,-,-,4.09,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,2134.T,"Kitahama Capital Partners Co.,Ltd.",18.0,17.0,17.0,64.3,41.0,8.0,-7.3,1.76,0.0,0.0,30.0,35.7,18.2,50.0,50.0,54.3,30.0,そこそこ押し目,押し目シグナルなし,-32.61,-14.49,-,-123.64,0.21,-,-16.14,Asset Management,Financial Services
2024-03-07,2024-Q1,2136.T,HIP Corporation,1157.0,1109.0,1077.0,62.6,1390.0,736.0,11.0,2.44,45.0,60.0,30.0,51.4,56.4,45.0,50.0,41.6,46.0,押し目シグナルなし〜様子見,押し目シグナルなし,12.21,5.39,-,8.86,0.36,-,15.7,Staffing & Employment Services,Industrials
2024-03-07,2024-Q1,2138.T,"CROOZ, Inc.",817.0,806.0,776.0,28.5,1390.0,679.0,-22.1,0.88,0.0,0.0,5.0,31.9,36.4,10.0,50.0,80.1,37.3,バーゲン（強い押し目）,押し目シグナルなし,-3.97,-0.33,-,-0.39,2.18,-,142.65,Software - Application,Technology
2024-03-07,2024-Q1,2139.T,"Chuco Co., Ltd.",385.0,388.0,390.0,52.0,430.0,368.0,21.2,1.29,31.0,40.0,22.0,54.4,36.4,85.0,50.0,68.1,51.2,そこそこ押し目,押し目シグナルなし,9.16,3.54,-,3.45,0.6,-,6.65,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,2152.T,Youji Corporation,1198.0,1186.0,1186.0,57.8,1434.0,1072.0,13.1,2.94,47.5,65.0,30.0,46.5,45.5,45.0,50.0,41.4,45.1,押し目シグナルなし〜様子見,押し目シグナルなし,10.63,6.85,-,11.98,0.08,-,12.5,Education & Training Services,Consumer Defensive
2024-03-07,2024-Q1,2156.T,Saylor Advertising.Inc.,303.0,297.0,294.0,69.4,367.0,267.0,18.3,0.72,7.5,15.0,30.0,52.3,81.8,10.0,50.0,43.8,34.5,押し目シグナルなし〜様子見,押し目シグナルなし,0.72,0.39,-,-12.86,0.46,-,22.81,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,2162.T,nms Holdings Corporation,338.0,339.0,343.0,61.8,582.0,309.0,-8.3,1.41,7.5,15.0,0.0,46.2,18.2,85.0,50.0,58.7,37.5,そこそこ押し目,押し目シグナルなし,-15.87,2.74,-,2.53,4.12,-,7.03,Electronic Components,Technology
2024-03-07,2024-Q1,2169.T,"CDS Co.,Ltd.",1575.0,1567.0,1564.0,70.5,1671.0,1486.0,11.7,1.21,35.0,40.0,30.0,61.5,65.5,65.0,50.0,28.5,41.7,高値圏（要注意）,高値圏（要注意！）,5.13,3.9,-,5.17,0.03,-,9.53,Software - Application,Technology
2024-03-07,2024-Q1,2179.T,"Seigakusha Co.,Ltd.",752.0,759.0,755.0,32.0,763.0,639.0,9.1,0.97,43.5,65.0,22.0,80.1,83.6,100.0,50.0,59.5,61.0,そこそこ押し目,押し目シグナルなし,11.93,5.42,-,17.98,0.56,-,3.88,Education & Training Services,Consumer Defensive
2024-03-07,2024-Q1,2180.T,SUNNY SIDE UP GROUP Inc.,686.0,608.0,570.0,75.9,812.0,485.0,6.7,1.91,62.5,95.0,30.0,75.2,72.7,100.0,50.0,24.8,54.2,高値圏（要注意）,高値圏（要注意！）,31.31,13.58,-,12.23,0.18,-,4.64,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,2183.T,"Linical Co., Ltd.",356.0,421.0,449.0,17.3,802.0,350.0,-6.8,1.42,0.0,0.0,30.0,35.7,18.2,50.0,50.0,99.1,44.9,バーゲン（強い押し目）,バーゲン（強い押し目）,-26.57,-6.08,-,-38.73,0.42,-,-3.29,Biotechnology,Healthcare
2024-03-07,2024-Q1,2185.T,CMC Corporation,1122.0,1125.0,1133.0,65.3,1439.0,1081.0,6.8,0.66,50.0,70.0,30.0,87.5,100.0,100.0,50.0,66.3,67.9,そこそこ押し目,押し目シグナルなし,11.3,7.46,-,14.47,0.0,-,3.3,Information Technology Services,Technology
2024-03-07,2024-Q1,2186.T,Sobal Corporation,917.0,915.0,913.0,62.3,1037.0,874.0,17.5,1.63,27.5,55.0,0.0,62.5,54.5,85.0,50.0,47.1,45.7,押し目シグナルなし〜様子見,押し目シグナルなし,8.48,6.2,-,8.86,-,-,6.45,Software - Application,Technology
2024-03-07,2024-Q1,2193.T,Cookpad Inc.,122.0,125.0,120.0,50.0,227.0,105.0,12.8,0.69,32.5,35.0,30.0,68.8,81.8,65.0,50.0,69.4,56.9,そこそこ押し目,押し目シグナルなし,5.59,1.13,-,4.86,0.05,-,10.16,Internet Content & Information,Communication Services
2024-03-07,2024-Q1,2196.T,Escrit Inc.,309.0,298.0,293.0,70.7,468.0,256.0,-9.3,1.34,15.0,15.0,15.0,40.2,18.2,65.0,50.0,47.6,34.3,押し目シグナルなし〜様子見,押し目シグナルなし,-9.99,-0.66,-,11.87,1.46,-,10.39,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,2204.T,"Nakamuraya Co., Ltd.",2992.0,3012.0,2991.0,55.2,3103.0,2879.0,22.5,0.69,0.0,0.0,30.0,56.1,63.6,50.0,50.0,56.7,37.6,そこそこ押し目,押し目シグナルなし,-,-,-,-23.63,0.35,-,-,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2208.T,Bourbon Corporation,2267.0,2275.0,2257.0,54.2,2346.0,2017.0,11.0,0.85,40.0,50.0,30.0,75.6,83.6,85.0,50.0,37.2,50.9,押し目シグナルなし〜様子見,押し目シグナルなし,8.57,4.41,-,8.3,0.05,-,5.33,Confectioners,Consumer Defensive
2024-03-07,2024-Q1,2215.T,"First Baking Co., Ltd.",698.0,749.0,705.0,60.9,855.0,382.0,18.5,0.56,12.5,25.0,0.0,79.3,81.8,100.0,50.0,56.7,49.5,そこそこ押し目,押し目シグナルなし,3.85,1.82,-,3.53,-,-,1.21,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2216.T,Kanro Inc.,767.0,742.0,689.0,39.3,857.0,343.0,9.6,1.7,57.5,85.0,30.0,67.5,65.5,85.0,50.0,48.4,57.8,押し目シグナルなし〜様子見,押し目シグナルなし,18.87,9.35,-,13.0,0.06,-,7.41,Confectioners,Consumer Defensive
2024-03-07,2024-Q1,2221.T,"Iwatsuka Confectionery Co., Ltd.",2542.0,2504.0,2481.0,68.6,2699.0,2216.0,12.9,0.38,30.0,30.0,30.0,68.8,81.8,65.0,50.0,21.9,40.2,高値圏（要注意）,押し目シグナルなし,3.33,0.68,-,8.28,0.0,-,11.65,Confectioners,Consumer Defensive
2024-03-07,2024-Q1,2224.T,"Como Co.,Ltd.",2992.0,2930.0,2864.0,55.1,3087.0,2668.0,-283.3,4.86,26.0,30.0,22.0,15.5,0.0,10.0,50.0,26.0,22.5,高値圏（要注意）,高値圏（要注意！）,3.48,1.23,-,7.61,0.75,-,35.19,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2226.T,KOIKE-YA Inc.,4139.0,3956.0,3801.0,69.2,4530.0,2574.0,20.0,2.18,45.0,60.0,30.0,52.5,45.5,65.0,50.0,31.5,43.0,押し目シグナルなし〜様子見,押し目シグナルなし,12.75,4.78,-,7.56,0.47,-,11.15,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2268.T,"B-R 31 Ice Cream Co.,Ltd.",3811.0,3905.0,3910.0,18.2,4058.0,3777.0,20.7,2.45,22.5,45.0,30.0,50.3,27.3,85.0,50.0,100.0,57.6,バーゲン（強い押し目）,バーゲン（強い押し目）,12.37,5.95,-,-3.37,0.14,-,7.99,Food Distribution,Consumer Defensive
2024-03-07,2024-Q1,2286.T,"Hayashikane Sangyo Co.,Ltd.",522.0,531.0,523.0,55.6,565.0,413.0,2.9,0.32,36.0,50.0,22.0,83.0,100.0,85.0,50.0,53.1,57.4,そこそこ押し目,押し目シグナルなし,11.44,3.19,-,6.1,0.55,-,5.1,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2291.T,"Fukutome Meat Packers, Ltd.",1528.0,1522.0,1506.0,58.0,1592.0,1461.0,-9.9,2.51,0.0,0.0,0.0,31.6,9.1,50.0,50.0,44.7,25.4,押し目シグナルなし〜様子見,押し目シグナルなし,-21.58,-3.54,-,-1.12,3.18,-,-19.57,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2293.T,"Takizawa Ham Co., Ltd.",3211.0,3260.0,3235.0,40.4,3400.0,2940.0,-15.1,1.86,10.0,5.0,15.0,23.7,18.2,10.0,50.0,57.2,30.3,そこそこ押し目,押し目シグナルなし,-4.71,-1.63,-,1.09,1.48,-,57.59,Packaged Foods,Consumer Defensive
2024-03-07,2024-Q1,2300.T,"Kyokuto Co., Ltd.",490.0,511.0,504.0,41.9,607.0,424.0,71.9,0.8,35.0,40.0,30.0,63.0,45.5,100.0,50.0,70.6,56.2,そこそこ押し目,そこそこ押し目,7.15,5.15,-,2.61,0.19,-,2.62,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,2303.T,Dawn Corp.,1957.0,1961.0,1957.0,61.2,2380.0,1753.0,13.9,2.09,45.0,90.0,0.0,46.5,45.5,45.0,50.0,50.3,47.3,そこそこ押し目,押し目シグナルなし,15.77,12.29,-,36.78,-,-,12.24,Software - Application,Technology
2024-03-07,2024-Q1,2304.T,"CSS Holdings,Ltd.",696.0,715.0,687.0,46.1,1034.0,343.0,6.0,1.1,52.5,75.0,30.0,83.4,90.9,100.0,50.0,51.9,62.6,そこそこ押し目,押し目シグナルなし,20.86,6.84,-,4.56,0.18,-,4.82,Specialty Business Services,Industrials
2024-03-07,2024-Q1,2305.T,"STUDIO ALICE Co.,Ltd.",1949.0,1916.0,1923.0,76.5,2071.0,1836.0,20.9,1.09,37.5,45.0,30.0,67.0,54.5,100.0,50.0,25.0,43.2,高値圏（要注意）,高値圏（要注意！）,4.45,3.66,-,21.84,0.01,-,2.86,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,2311.T,"EPCO Co.,Ltd.",788.0,829.0,835.0,47.0,970.0,609.0,16.6,1.51,37.5,45.0,30.0,56.5,54.5,65.0,50.0,61.9,52.0,そこそこ押し目,そこそこ押し目,9.1,4.04,-,5.5,0.11,-,9.95,Engineering & Construction,Industrials
2024-03-07,2024-Q1,2315.T,CAICA DIGITAL Inc.,73.0,49.0,46.0,82.4,84.0,38.0,59.8,3.12,0.0,25.0,0.0,15.5,0.0,10.0,50.0,5.2,6.9,高値圏（要注意）,高値圏（要注意！）,5.05,0.83,-,-0.8,-,-,214.95,Information Technology Services,Technology
2024-03-07,2024-Q1,2323.T,fonfun corporation,152.0,170.0,161.0,23.5,241.0,52.0,12.7,0.88,31.0,40.0,22.0,48.2,72.7,10.0,50.0,84.6,54.6,バーゲン（強い押し目）,そこそこ押し目,6.98,2.9,-,6.78,0.58,-,25.48,Information Technology Services,Technology
2024-03-07,2024-Q1,2329.T,Tohokushinsha Film Corporation,416.0,413.0,406.0,55.1,431.0,191.0,6.1,0.66,32.5,65.0,0.0,77.0,100.0,65.0,50.0,24.4,44.6,タイミング悪化（要注意）,押し目シグナルなし,16.19,2.19,-,9.4,-,-,10.02,Entertainment,Communication Services
2024-03-07,2024-Q1,2330.T,"Forside Co.,Ltd.",412.0,284.0,177.0,60.3,735.0,65.0,53.9,5.84,50.0,70.0,30.0,38.0,0.0,85.0,50.0,48.1,45.4,押し目シグナルなし〜様子見,押し目シグナルなし,15.78,6.99,-,3.62,0.25,-,6.03,Leisure,Consumer Cyclical
2024-03-07,2024-Q1,2332.T,"Quest Co., Ltd.",1165.0,1134.0,1130.0,82.6,1504.0,1060.0,8.4,0.84,30.0,60.0,0.0,75.6,83.6,85.0,50.0,21.0,42.2,高値圏（要注意）,高値圏（要注意！）,10.81,6.75,-,6.12,-,-,5.18,Information Technology Services,Technology
2024-03-07,2024-Q1,2338.T,"Quantum Solutions Co.,Ltd.",387.0,417.0,461.0,43.4,1167.0,224.0,-33.0,19.68,0.0,0.0,0.0,27.5,0.0,50.0,50.0,77.1,34.9,そこそこ押し目,そこそこ押し目,-226.92,-13.28,-,-301.49,3.88,-,-,Information Technology Services,Technology
2024-03-07,2024-Q1,2340.T,"Gokurakuyu Holdings Co., Ltd.",406.0,410.0,406.0,38.2,478.0,235.0,18.0,2.8,41.0,60.0,22.0,52.5,45.5,65.0,50.0,58.9,50.8,そこそこ押し目,押し目シグナルなし,16.88,5.96,-,1.66,0.55,-,10.17,Leisure,Consumer Cyclical
2024-03-07,2024-Q1,2341.T,"Arbeit-Times Co., Ltd.",134.0,133.0,132.0,62.6,150.0,111.0,-5.7,0.89,10.0,20.0,0.0,48.4,36.4,65.0,50.0,38.1,32.2,押し目シグナルなし〜様子見,押し目シグナルなし,-15.36,2.42,-,3.93,-,-,10.28,Publishing,Communication Services
2024-03-07,2024-Q1,2342.T,Transgenic Group Inc.,234.0,243.0,251.0,61.8,338.0,222.0,-4.4,0.79,13.5,5.0,22.0,40.5,45.5,25.0,50.0,58.8,37.6,そこそこ押し目,押し目シグナルなし,-14.7,-0.17,-,0.98,0.58,-,18.56,Biotechnology,Healthcare
2024-03-07,2024-Q1,2344.T,"Heian Ceremony Service Co.,Ltd.",813.0,806.0,778.0,54.5,829.0,656.0,7.2,0.44,25.0,50.0,0.0,87.5,100.0,100.0,50.0,31.1,47.9,押し目シグナルなし〜様子見,押し目シグナルなし,6.46,3.2,-,17.99,-,-,4.2,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,2345.T,"HODL 1,inc.",370.0,245.0,240.0,95.9,650.0,208.0,-4.8,19.64,0.0,0.0,0.0,27.5,0.0,50.0,50.0,12.8,13.4,高値圏（要注意）,高値圏（要注意！）,-42.45,-44.59,-,-380.77,-,-,-,Software - Application,Technology
2024-03-07,2024-Q1,2349.T,"Nippon Information Development Co., Ltd.",1836.0,1869.0,1838.0,52.7,1948.0,1510.0,8.7,0.86,50.0,70.0,30.0,80.1,83.6,100.0,50.0,53.6,61.2,そこそこ押し目,押し目シグナルなし,10.47,6.58,-,13.79,0.02,-,3.25,Information Technology Services,Technology
2024-03-07,2024-Q1,2351.T,ASJ Inc.,398.0,427.0,447.0,36.5,775.0,391.0,14.4,1.09,37.5,45.0,30.0,70.7,72.7,85.0,50.0,87.4,65.2,バーゲン（強い押し目）,バーゲン（強い押し目）,8.67,2.48,-,8.2,0.23,-,5.82,Software - Infrastructure,Technology
2024-03-07,2024-Q1,2354.T,YE DIGITAL Corporation,819.0,750.0,719.0,67.3,867.0,384.0,17.0,1.93,37.5,75.0,0.0,62.5,54.5,85.0,50.0,18.6,39.5,高値圏（要注意）,高値圏（要注意！）,17.98,7.74,-,11.21,-,-,5.37,Information Technology Services,Technology
2024-03-07,2024-Q1,2373.T,Care Twentyone Corporation,587.0,592.0,587.0,43.9,707.0,561.0,20.6,1.78,20.0,40.0,0.0,48.4,36.4,65.0,50.0,81.5,50.0,バーゲン（強い押し目）,そこそこ押し目,12.9,1.83,-,1.84,4.45,-,8.86,Medical Care Facilities,Healthcare
2024-03-07,2024-Q1,2375.T,GiG Works Inc.,610.0,573.0,609.0,62.5,1130.0,235.0,44.5,4.48,41.0,60.0,22.0,42.5,0.0,100.0,50.0,25.8,36.4,落ちるナイフ（要注意）,押し目シグナルなし,22.94,3.08,-,2.04,0.74,-,4.84,Information Technology Services,Technology
2024-03-07,2024-Q1,2376.T,Scinex Corporation,827.0,809.0,802.0,72.3,1000.0,531.0,33.0,0.59,25.0,20.0,30.0,62.5,54.5,85.0,50.0,21.4,36.3,高値圏（要注意）,高値圏（要注意！）,1.74,1.31,-,0.23,0.38,-,6.18,Publishing,Communication Services
2024-03-07,2024-Q1,2391.T,"Planet, Inc.",1132.0,1156.0,1151.0,45.4,1450.0,1085.0,17.6,1.33,27.5,55.0,0.0,62.5,54.5,85.0,50.0,77.6,55.9,そこそこ押し目,押し目シグナルなし,7.71,5.78,-,18.38,-,-,6.21,Information Technology Services,Technology
2024-03-07,2024-Q1,2393.T,"Nippon Care Supply Co., Ltd.",1852.0,1815.0,1780.0,68.9,1914.0,1431.0,14.0,1.6,47.5,65.0,30.0,67.0,54.5,100.0,50.0,13.8,42.8,高値圏（要注意）,高値圏（要注意！）,12.47,6.96,-,9.57,0.1,-,3.67,Rental & Leasing Services,Industrials
2024-03-07,2024-Q1,2404.T,"Tetsujin Holdings, Inc.",360.0,368.0,364.0,36.0,552.0,281.0,14.3,5.45,35.0,65.0,5.0,36.4,36.4,25.0,50.0,81.7,51.0,バーゲン（強い押し目）,押し目シグナルなし,108.42,3.86,-,0.47,2.67,-,16.38,Lodging,Consumer Cyclical
2024-03-07,2024-Q1,2408.T,"KG Intelligence CO., LTD.",612.0,625.0,588.0,50.9,692.0,303.0,13.4,0.74,30.0,60.0,0.0,79.3,81.8,100.0,50.0,47.7,52.3,押し目シグナルなし〜様子見,押し目シグナルなし,5.62,4.05,-,26.18,-,-,0.37,Publishing,Communication Services
2024-03-07,2024-Q1,2411.T,Gendai Agency Inc.,336.0,332.0,336.0,64.3,432.0,310.0,7.8,0.98,47.5,65.0,30.0,83.4,90.9,100.0,50.0,52.8,61.2,そこそこ押し目,押し目シグナルなし,11.95,7.55,-,8.84,0.15,-,3.54,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,2415.T,"Human Holdings Co., Ltd.",1184.0,1226.0,1191.0,52.1,1276.0,783.0,4.5,0.66,38.5,55.0,22.0,72.5,100.0,50.0,50.0,51.3,54.1,そこそこ押し目,押し目シグナルなし,14.42,4.05,-,3.93,0.54,-,-0.22,Education & Training Services,Consumer Defensive
2024-03-07,2024-Q1,2418.T,TSUKADA GLOBAL HOLDINGS Inc.,401.0,393.0,378.0,66.3,513.0,338.0,4.0,0.51,40.0,70.0,10.0,83.0,100.0,85.0,50.0,45.6,56.2,押し目シグナルなし〜様子見,押し目シグナルなし,12.34,4.74,-,24.83,1.95,-,5.91,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,2424.T,Brass Corporation,664.0,673.0,679.0,63.0,1263.0,585.0,11.5,0.83,30.0,45.0,15.0,80.1,83.6,100.0,50.0,57.6,55.9,そこそこ押し目,押し目シグナルなし,7.42,3.58,-,11.29,1.15,-,4.03,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,2425.T,"Care Service Co.,Ltd.",801.0,785.0,774.0,73.2,844.0,664.0,11.6,1.07,10.0,50.0,0.0,80.1,83.6,100.0,50.0,5.7,31.9,高値圏（要注意）,高値圏（要注意！）,11.74,6.61,-,-0.3,-,-,1.95,Medical Care Facilities,Healthcare
2024-03-07,2024-Q1,2428.T,Wellnet Corporation,495.0,499.0,506.0,62.2,633.0,475.0,9.2,1.05,45.0,60.0,30.0,65.1,83.6,50.0,50.0,67.7,59.3,そこそこ押し目,押し目シグナルなし,11.86,2.46,-,14.32,0.18,-,-5.08,Software - Infrastructure,Technology
2024-03-07,2024-Q1,2435.T,"CEDAR.Co.,Ltd.",238.0,240.0,241.0,56.5,367.0,158.0,6.2,1.46,32.5,65.0,0.0,64.7,72.7,65.0,50.0,60.7,52.6,そこそこ押し目,押し目シグナルなし,31.77,2.0,-,3.97,7.58,-,10.81,Medical Care Facilities,Healthcare
2024-03-07,2024-Q1,2436.T,"Kyodo Public Relations Co., Ltd.",693.0,648.0,589.0,67.1,785.0,503.0,9.9,1.4,60.0,90.0,30.0,72.0,65.5,100.0,50.0,37.8,56.6,押し目シグナルなし〜様子見,押し目シグナルなし,22.76,13.01,-,14.52,0.08,-,3.92,Advertising Agencies,Communication Services
2024-03-07,2024-Q1,2437.T,"Shinwa Wise Holdings Co.,Ltd.",510.0,506.0,528.0,52.1,832.0,447.0,-9.1,2.71,0.0,0.0,30.0,31.6,9.1,50.0,50.0,72.2,34.6,そこそこ押し目,押し目シグナルなし,-26.23,-8.12,-,-10.78,0.13,-,-18.58,Personal Services,Consumer Cyclical
2024-03-07,2024-Q1,2440.T,"Gurunavi, Inc.",281.0,278.0,273.0,59.8,409.0,244.0,330.6,3.03,16.0,10.0,22.0,15.5,0.0,10.0,50.0,55.1,28.9,そこそこ押し目,押し目シグナルなし,-,-,-,3.83,0.64,-,24.81,Internet Content & Information,Communication Services
